uniprot_id,Tm,organism,n_measurements,Tm_std
H0YBR5,45.16,Homo sapiens,1,
H0YBS1,48.7475,Homo sapiens,4,1.48185413137281
H0YBU8,52.664,Homo sapiens,5,2.763752883309214
H0YBZ1,53.68,Homo sapiens,1,
H0YBZ2,54.91,Homo sapiens,1,
H0YBZ4,54.28916666666667,Homo sapiens,12,4.736994556070592
H0YBZ9,58.71,Homo sapiens,1,
H0YC02,45.47,Homo sapiens,2,0.056568542494922595
H0YC66,64.43,Homo sapiens,1,
H0YCB3,50.955714285714286,Homo sapiens,7,3.0969870150565
H0YCG1,58.34,Homo sapiens,2,12.657211383239204
H0YCK3,55.582499999999996,Homo sapiens,4,5.08366255764483
H0YCP6,50.41,Homo sapiens,1,
H0YCP7,54.815,Homo sapiens,2,2.3122391744800104
H0YCR6,51.71,Homo sapiens,1,
H0YCS0,46.87,Homo sapiens,1,
H0YCU9,57.445,Homo sapiens,2,0.02121320343559723
H0YCW6,50.1,Homo sapiens,1,
H0YCY3,56.72,Homo sapiens,1,
H0YCY4,52.415,Homo sapiens,4,3.2716305822428464
H0YD13,51.2475,Homo sapiens,4,6.464231715112531
H0YD64,48.14,Homo sapiens,1,
H0YD69,53.0,Homo sapiens,1,
H0YD75,47.82,Homo sapiens,2,2.0930360723121764
H0YD93,46.045,Homo sapiens,4,1.0550987315570672
H0YDB2,57.925,Homo sapiens,2,7.884240610230006
H0YDC7,47.78,Homo sapiens,1,
H0YDD3,55.45,Homo sapiens,2,1.0182337649086344
H0YDD4,53.78,Homo sapiens,2,0.12727922061358088
H0YDF9,51.025,Homo sapiens,2,0.37476659402887097
H0YDI1,55.4,Homo sapiens,1,
H0YDK9,56.71,Homo sapiens,1,
H0YDM4,52.9,Homo sapiens,1,
H0YDM5,52.6425,Homo sapiens,4,3.4580762956688322
H0YDP6,49.45,Homo sapiens,1,
H0YDP7,55.355999999999995,Homo sapiens,5,4.797069939035704
H0YDQ1,53.3425,Homo sapiens,4,3.8679828937918863
H0YDQ3,56.66,Homo sapiens,3,5.754919634538784
H0YDQ8,54.415,Homo sapiens,2,2.3122391744800077
H0YDR5,52.53,Homo sapiens,2,2.743574311003801
H0YDR8,53.83,Homo sapiens,1,
H0YDS0,57.205,Homo sapiens,4,1.0616496597277292
H0YDT0,48.535,Homo sapiens,2,0.9545941546018426
H0YDU5,48.35,Homo sapiens,2,3.3941125496954263
H0YDU8,53.55590909090909,Homo sapiens,22,2.14426512906472
H0YDX2,47.09,Homo sapiens,1,
H0YDX6,53.485,Homo sapiens,2,3.4294678887547514
H0YE28,55.4,Homo sapiens,5,1.4909728367747037
H0YE57,48.76,Homo sapiens,1,
H0YE76,51.205,Homo sapiens,2,0.5586143571373745
H0YE91,47.864999999999995,Homo sapiens,2,0.8697413408594487
H0YEA7,54.68,Homo sapiens,2,1.1596551211459383
H0YEB0,56.135,Homo sapiens,2,9.581296885077718
H0YEB6,59.07666666666666,Homo sapiens,6,6.235282404724477
H0YEB8,54.315,Homo sapiens,2,0.43133513652379357
H0YEF3,49.57533333333333,Homo sapiens,15,1.8638587724957933
H0YEG5,63.5,Homo sapiens,1,
H0YEH2,56.730000000000004,Homo sapiens,4,1.960527139997474
H0YEI0,50.864999999999995,Homo sapiens,2,0.700035713374681
H0YEL0,56.077999999999996,Homo sapiens,5,3.802731912717486
H0YEM6,46.915,Homo sapiens,2,2.1425335469952396
H0YEN0,46.16,Homo sapiens,1,
H0YEN5,52.35125,Homo sapiens,8,3.6485160877892726
H0YEN6,54.89,Homo sapiens,1,
H0YEP0,51.879999999999995,Homo sapiens,2,9.475230867899738
H0YEP5,55.18,Homo sapiens,8,2.5913372168493574
H0YER1,48.45,Homo sapiens,2,1.456639969244282
H0YES4,51.33,Homo sapiens,1,
H0YEX2,46.9,Homo sapiens,1,
H0YEX6,52.94,Homo sapiens,1,
H0YEZ2,51.205,Homo sapiens,2,0.940452018978107
H0YF22,44.76,Homo sapiens,1,
H0YF29,54.56,Homo sapiens,8,1.2450817529096516
H0YF83,51.93,Homo sapiens,1,
H0YFI1,59.29333333333333,Homo sapiens,6,3.6429420344917145
H0YFN7,52.73,Homo sapiens,3,0.3651027252705747
H0YFP3,49.260000000000005,Homo sapiens,2,0.6363961030678893
H0YFP4,50.29,Homo sapiens,2,4.143645737753168
H0YFY6,66.14,Homo sapiens,1,
H0YG20,50.95,Homo sapiens,1,
H0YG28,49.325,Homo sapiens,2,13.385531367861347
H0YG38,63.34,Homo sapiens,1,
H0YGF8,48.91,Homo sapiens,1,
H0YGG2,49.74,Homo sapiens,1,
H0YGG7,54.87,Homo sapiens,1,
H0YGL9,54.42,Homo sapiens,1,
H0YGR4,64.15666666666667,Homo sapiens,6,7.091295133236714
H0YGT9,53.60333333333333,Homo sapiens,3,2.1495193261130097
H0YGW5,52.755,Homo sapiens,2,1.8879751057680831
H0YGX7,55.50857142857143,Homo sapiens,7,5.937784178663027
H0YH69,53.092000000000006,Homo sapiens,5,2.8232994881875397
H0YH80,50.46,Homo sapiens,1,
H0YH87,51.826,Homo sapiens,5,2.143578783250107
H0YHC3,51.555,Homo sapiens,4,1.357092480268018
H0YHE2,48.175,Homo sapiens,2,0.8414570696119924
H0YHL8,50.55,Homo sapiens,1,
H0YHQ9,47.800000000000004,Homo sapiens,3,0.6139218191268373
H0YHR7,46.05,Homo sapiens,1,
H0YI02,53.144000000000005,Homo sapiens,5,2.4097157508718756
H0YI08,52.945,Homo sapiens,2,5.833630944789017
H0YI09,60.527499999999996,Homo sapiens,4,1.8857425593118464
H0YI20,53.735,Homo sapiens,2,4.009295449327726
H0YI78,57.65,Homo sapiens,1,
H0YIA8,50.02,Homo sapiens,1,
H0YIE8,51.01,Homo sapiens,2,5.444722215136418
H0YIE9,53.848749999999995,Homo sapiens,8,4.777529060986592
H0YIM9,52.57,Homo sapiens,1,
H0YIP2,50.32,Homo sapiens,1,
H0YIQ8,49.33,Homo sapiens,5,5.104889812718784
H0YIS4,37.94,Homo sapiens,1,
H0YIV5,53.24,Homo sapiens,3,1.5247294842036707
H0YIV9,51.719166666666666,Homo sapiens,12,4.173024755026097
H0YIW2,50.33,Homo sapiens,1,
H0YIX9,57.81,Homo sapiens,1,
H0YJ03,56.02,Homo sapiens,1,
H0YJ17,48.295,Homo sapiens,2,1.5061374439273456
H0YJ34,56.57,Homo sapiens,2,3.196122650963192
H0YJB9,54.07,Homo sapiens,1,
H0YJE0,53.47,Homo sapiens,1,
H0YJE3,53.1,Homo sapiens,1,
H0YJF7,50.69,Homo sapiens,1,
H0YJG9,53.995000000000005,Homo sapiens,2,3.330472939388642
H0YJN0,47.32,Homo sapiens,1,
H0YJT2,50.82,Homo sapiens,1,
H0YJV2,48.09,Homo sapiens,1,
H0YJV3,54.26,Homo sapiens,1,
H0YJV7,46.1,Homo sapiens,1,
H0YJZ4,56.32,Homo sapiens,1,
H0YK61,56.82000000000001,Homo sapiens,10,5.9765541911706945
H0YKD8,57.575,Homo sapiens,2,0.799030662740798
H0YKF0,46.64,Homo sapiens,1,
H0YKF8,59.27,Homo sapiens,1,
H0YKG9,49.46666666666667,Homo sapiens,3,2.5365396376428513
H0YKH1,54.68,Homo sapiens,1,
H0YKJ9,56.77,Homo sapiens,3,4.144924607275744
H0YKT5,59.385000000000005,Homo sapiens,2,0.41719300090006295
H0YKW5,67.24,Homo sapiens,1,
H0YKX0,50.973333333333336,Homo sapiens,3,3.743959579553891
H0YL26,47.32,Homo sapiens,1,
H0YL33,53.032,Homo sapiens,10,4.914155969125206
H0YL70,55.086666666666666,Homo sapiens,6,3.0176922750119344
H0YL72,52.3775,Homo sapiens,8,5.246641783083729
H0YL91,52.85,Homo sapiens,1,
H0YLA0,60.58,Homo sapiens,1,
H0YLA2,59.94,Homo sapiens,1,
H0YLA4,57.004999999999995,Homo sapiens,4,2.0261210888460446
H0YLB5,50.09823529411764,Homo sapiens,17,3.157220366267845
H0YLB9,50.44,Homo sapiens,6,1.76963273025789
H0YLF2,50.57833333333334,Homo sapiens,6,4.294356373971152
H0YLF3,51.72,Homo sapiens,4,2.632299375071156
H0YLG7,48.02,Homo sapiens,1,
H0YLH9,52.515,Homo sapiens,2,0.6576093065034915
H0YLI7,47.915,Homo sapiens,2,1.2374368670764582
H0YLN8,49.306666666666665,Homo sapiens,6,2.185522058151476
H0YLQ9,47.9,Homo sapiens,1,
H0YLR1,47.35999999999999,Homo sapiens,3,0.1299999999999997
H0YLW6,54.885,Homo sapiens,2,3.556747109368335
H0YLX2,49.74,Homo sapiens,7,4.945486157430162
H0YLY9,53.17999999999999,Homo sapiens,5,3.5430001411233403
H0YM23,57.35,Homo sapiens,3,9.866098519678388
H0YM91,53.45666666666667,Homo sapiens,3,3.1805397864723073
H0YMA9,50.805,Homo sapiens,2,0.38890872965259915
H0YMB0,51.015,Homo sapiens,2,0.5303300858899106
H0YMB1,56.84,Homo sapiens,3,1.578068439580491
H0YMB3,60.89333333333334,Homo sapiens,3,7.101438821346933
H0YMD0,52.519999999999996,Homo sapiens,2,0.42426406871193206
H0YME5,49.0,Homo sapiens,1,
H0YMF4,54.05625,Homo sapiens,8,4.1686994803107185
H0YMG7,55.1325,Homo sapiens,4,2.550612671496791
H0YMH8,49.56,Homo sapiens,1,
H0YMI6,56.58,Homo sapiens,1,
H0YMI8,52.86,Homo sapiens,1,
H0YMJ0,50.041818181818186,Homo sapiens,11,2.4104763769090045
H0YMJ1,50.43,Homo sapiens,2,0.3111269837220793
H0YMM4,50.26333333333334,Homo sapiens,3,1.4937313457691541
H0YMM7,58.95,Homo sapiens,1,
H0YMT8,49.3,Homo sapiens,1,
H0YMV8,48.082499999999996,Homo sapiens,4,7.1421022815414785
H0YMW2,52.27,Homo sapiens,2,1.7677669529663689
H0YMX0,46.25,Homo sapiens,1,
H0YMX4,55.435,Homo sapiens,2,0.0919238815542555
H0YN14,48.13,Homo sapiens,1,
H0YN33,57.11,Homo sapiens,2,4.483056992722713
H0YN65,69.87,Homo sapiens,1,
H0YN78,54.370000000000005,Homo sapiens,7,4.696658386555277
H0YN81,52.3,Homo sapiens,4,0.7264066813202301
H0YNA7,60.555,Homo sapiens,2,2.057680733252851
H0YNB6,45.68,Homo sapiens,1,
H0YND7,48.73,Homo sapiens,1,
H0YNE3,53.7825,Homo sapiens,4,1.136848714649404
H0YNE9,53.925714285714285,Homo sapiens,7,3.283356296753153
H0YNG3,51.596875,Homo sapiens,16,2.3701862620196477
H0YNH5,52.12,Homo sapiens,2,3.478965363437815
H0YNH6,55.97666666666667,Homo sapiens,6,2.8699035988455557
H0YNH8,50.98333333333333,Homo sapiens,9,5.698032555189556
H0YNN9,54.55,Homo sapiens,1,
H0YNP5,50.2,Homo sapiens,1,
H0YNP9,50.535,Homo sapiens,2,0.7707463914933317
H0YNU5,51.123636363636365,Homo sapiens,11,1.7850393425763618
H0YNX7,54.06,Homo sapiens,1,
H1F0,52.515,Homo sapiens,8,1.0021120553254357
H1FX,51.255199999999995,Homo sapiens,25,2.222988079140326
H1UBJ6,45.45,Caenorhabditis elegans,1,
H1ZUV6,52.07,Caenorhabditis elegans,1,
H1ZUV9,43.07,Caenorhabditis elegans,1,
H1ZUX1,41.53,Caenorhabditis elegans,1,
H2AFX,50.855294117647055,Homo sapiens,17,2.4816353419848425
H2AFY,51.861304347826085,Homo sapiens,23,2.0980647020697742
H2AFY2,52.36166666666667,Homo sapiens,6,0.7121352867725839
H2AFZ,47.61137931034483,Homo sapiens,29,3.3445539144554837
H2B4M6,36.26,Caenorhabditis elegans,1,
H2KMK6,42.15,Caenorhabditis elegans,1,
H2KY56,40.03,Caenorhabditis elegans,1,
H2KY88,45.51,Caenorhabditis elegans,1,
H2KYA3,41.9,Caenorhabditis elegans,1,
H2KYB2,44.03,Caenorhabditis elegans,1,
H2KYB8,44.3,Caenorhabditis elegans,1,
H2KYE8,43.85,Caenorhabditis elegans,1,
H2KYI4,40.68,Caenorhabditis elegans,1,
H2KYJ6,38.81,Caenorhabditis elegans,1,
H2KYM1,43.59,Caenorhabditis elegans,1,
H2KYN0,36.03,Caenorhabditis elegans,1,
H2KYN1,38.43,Caenorhabditis elegans,1,
H2KYN3,37.55,Caenorhabditis elegans,1,
H2KYN5,49.17,Caenorhabditis elegans,1,
H2KYN6,38.98,Caenorhabditis elegans,1,
H2KYP1,38.72,Caenorhabditis elegans,1,
H2KYP8,38.91,Caenorhabditis elegans,1,
H2KYQ5,51.56,Caenorhabditis elegans,1,
H2KYQ8,47.38,Caenorhabditis elegans,1,
H2KYR2,45.67,Caenorhabditis elegans,1,
H2KYS8,51.39,Caenorhabditis elegans,1,
H2KYT1,41.87,Caenorhabditis elegans,1,
H2KYU8,39.97,Caenorhabditis elegans,1,
H2KZ06,38.13,Caenorhabditis elegans,1,
H2KZ18,51.88,Caenorhabditis elegans,1,
H2KZ41,38.61,Caenorhabditis elegans,1,
H2KZ52,35.07,Caenorhabditis elegans,1,
H2KZ57,41.13,Caenorhabditis elegans,1,
H2KZ95,42.36,Caenorhabditis elegans,1,
H2KZ98,51.39,Caenorhabditis elegans,1,
H2KZD5,39.77,Caenorhabditis elegans,1,
H2KZE9,38.66,Caenorhabditis elegans,1,
H2KZG6,38.25,Caenorhabditis elegans,1,
H2KZL8,38.25,Caenorhabditis elegans,1,
H2KZL9,38.92,Caenorhabditis elegans,1,
H2KZN7,40.57,Caenorhabditis elegans,1,
H2KZV4,37.56,Caenorhabditis elegans,1,
H2KZV7,41.2,Caenorhabditis elegans,1,
H2KZY3,35.23,Caenorhabditis elegans,1,
H2L010,42.17,Caenorhabditis elegans,1,
H2L012,39.37,Caenorhabditis elegans,1,
H2L016,49.63,Caenorhabditis elegans,1,
H2L035,48.73,Caenorhabditis elegans,1,
H2L037,44.18,Caenorhabditis elegans,1,
H2L041,47.06,Caenorhabditis elegans,1,
H2L043,43.46,Caenorhabditis elegans,1,
H2L044,50.16,Caenorhabditis elegans,1,
H2L052,43.72,Caenorhabditis elegans,1,
H2L055,54.92,Caenorhabditis elegans,1,
H2L075,44.75,Caenorhabditis elegans,1,
H2L0A4,42.25,Caenorhabditis elegans,1,
H2L0A9,46.03,Caenorhabditis elegans,1,
H2L0B1,36.69,Caenorhabditis elegans,1,
H2L0D5,39.38,Caenorhabditis elegans,1,
H2L0D9,36.72,Caenorhabditis elegans,1,
H2L0F2,37.31,Caenorhabditis elegans,1,
H2L0J4,39.62,Caenorhabditis elegans,1,
H2L0K0,46.13,Caenorhabditis elegans,1,
H2L0M1,51.7,Caenorhabditis elegans,1,
H2L0N5,42.48,Caenorhabditis elegans,1,
H2L0N6,40.43,Caenorhabditis elegans,1,
H2L0N9,39.1,Caenorhabditis elegans,1,
H2L0R7,38.86,Caenorhabditis elegans,1,
H2L265,46.03,Caenorhabditis elegans,1,
H2L294,46.8,Caenorhabditis elegans,1,
H2L297,42.84,Caenorhabditis elegans,1,
H2L2F4,46.34,Caenorhabditis elegans,1,
H2L2I2,41.0,Caenorhabditis elegans,1,
H2ZRH9,50.35,Danio rerio,1,
H3BIV6,53.775000000000006,Mus musculus,2,0.34648232278140717
H3BIW0,51.755,Mus musculus,2,0.43133513652379357
H3BIZ8,48.265,Mus musculus,2,4.179001076812494
H3BJ12,47.14,Mus musculus,2,0.15556349186103965
H3BJ30,52.03,Mus musculus,2,0.3394112549695456
H3BJ31,53.51,Mus musculus,1,
H3BJ37,40.045,Mus musculus,2,0.8555992052357256
H3BJ52,47.78,Mus musculus,1,
H3BJH7,50.0,Mus musculus,2,0.5798275605729641
H3BJL7,48.155,Mus musculus,2,2.8354981925580565
H3BJN3,47.68,Mus musculus,2,0.8061017305526645
H3BJU7,47.379999999999995,Mus musculus,2,0.43840620433565514
H3BK24,50.695,Mus musculus,2,0.4879036790187162
H3BK65,46.025,Mus musculus,2,3.3587572106361008
H3BKD4,48.285,Mus musculus,2,0.24748737341529012
H3BKH6,49.68,Mus musculus,2,1.131370849898472
H3BKM2,48.18,Mus musculus,2,0.6081118318204305
H3BKQ2,56.61,Mus musculus,1,
H3BL08,48.489999999999995,Mus musculus,2,2.206173157302024
H3BL37,62.48,Mus musculus,1,
H3BLQ0,44.485,Mus musculus,2,0.12020815280171429
H3BLS0,55.28,Mus musculus,1,
H3BLS7,46.98,Homo sapiens,1,
H3BLT4,49.83,Homo sapiens,1,
H3BLU2,56.425,Homo sapiens,2,5.833630944789017
H3BLU7,51.67071428571428,Homo sapiens,14,2.1597309814159535
H3BLU9,52.76,Homo sapiens,1,
H3BLV0,58.60833333333333,Homo sapiens,12,5.2683598160637395
H3BLV9,49.54,Homo sapiens,2,0.7636753236814702
H3BLW6,59.59,Homo sapiens,6,4.484145403530086
H3BLW9,54.52,Homo sapiens,1,
H3BLY2,57.99,Homo sapiens,1,
H3BLZ2,59.935,Homo sapiens,2,2.128391411371509
H3BLZ8,50.21142857142858,Homo sapiens,14,1.9390793102471517
H3BM14,46.970000000000006,Homo sapiens,14,2.146829504892486
H3BM42,51.76333333333334,Homo sapiens,3,4.348934735464919
H3BM50,52.94,Homo sapiens,1,
H3BM67,57.777692307692305,Homo sapiens,13,6.509696810459192
H3BM79,50.184000000000005,Homo sapiens,5,0.8624847824744514
H3BM84,64.38,Homo sapiens,1,
H3BM86,63.34,Homo sapiens,1,
H3BM91,51.425,Homo sapiens,8,3.211448271418987
H3BMA2,52.11,Homo sapiens,1,
H3BMF2,62.21,Homo sapiens,1,
H3BMF4,55.67,Homo sapiens,4,3.640100731206943
H3BMJ2,51.28666666666667,Homo sapiens,3,3.994613039248396
H3BMM3,51.25,Homo sapiens,1,
H3BMM5,49.85153846153845,Homo sapiens,13,2.275268651367886
H3BMN1,51.57,Homo sapiens,1,
H3BMQ0,48.441428571428574,Homo sapiens,7,2.1267222712539606
H3BMS0,52.07,Homo sapiens,2,0.46669047558311894
H3BMV2,50.635,Homo sapiens,4,1.1475335870175387
H3BMV9,51.72,Homo sapiens,1,
H3BMW6,53.11,Homo sapiens,1,
H3BN26,53.12,Homo sapiens,1,
H3BN98,54.925,Homo sapiens,10,4.830344478169005
H3BNA7,51.46,Homo sapiens,3,0.40632499307820197
H3BNC0,52.095,Homo sapiens,2,0.07778174593051983
H3BND3,55.13833333333333,Homo sapiens,6,3.300081312129548
H3BNE3,54.13375,Homo sapiens,8,3.3271005717119118
H3BNF0,45.620000000000005,Homo sapiens,2,0.04242640687118692
H3BNF1,47.975,Homo sapiens,2,2.057680733252851
H3BNG0,49.290000000000006,Homo sapiens,2,2.2485995641732184
H3BNK2,51.5875,Homo sapiens,4,1.0150000000000017
H3BNM4,51.35333333333333,Homo sapiens,3,6.591406020974077
H3BNT4,52.77166666666667,Homo sapiens,6,5.254127583782742
H3BNU0,53.87,Homo sapiens,1,
H3BNU9,51.34,Homo sapiens,1,
H3BNV8,48.55,Homo sapiens,1,
H3BNZ8,50.69,Homo sapiens,1,
H3BP13,51.46,Homo sapiens,7,2.247754434986171
H3BP20,56.919285714285714,Homo sapiens,14,3.724006246970128
H3BP28,54.98454545454546,Homo sapiens,11,3.7245036276968873
H3BP77,57.846000000000004,Homo sapiens,5,2.116643569427784
H3BP78,47.06,Homo sapiens,1,
H3BPB8,49.954375,Homo sapiens,16,0.9343444671711464
H3BPC4,51.9,Homo sapiens,12,1.3250385929199457
H3BPC9,48.61,Homo sapiens,2,0.650538238691625
H3BPD5,47.03,Homo sapiens,2,2.3475945135393403
H3BPE1,49.929500000000004,Homo sapiens,20,2.4512005114572775
H3BPE7,61.474999999999994,Homo sapiens,2,9.142890680742058
H3BPF5,54.76,Homo sapiens,1,
H3BPG5,55.53,Homo sapiens,1,
H3BPJ7,47.095,Homo sapiens,4,0.6789452604346422
H3BPK3,55.336,Homo sapiens,10,2.406390565879852
H3BPK6,53.955,Homo sapiens,2,0.9121677477306431
H3BPL0,51.470000000000006,Homo sapiens,5,3.909245451490606
H3BPN3,52.825,Homo sapiens,2,1.9728279195104645
H3BPQ3,54.445,Homo sapiens,2,1.9869700551342002
H3BPR3,56.83,Homo sapiens,2,0.5091168824543134
H3BPS8,57.396153846153844,Homo sapiens,13,5.734575744931701
H3BPV0,60.64,Homo sapiens,1,
H3BPX2,51.28,Homo sapiens,1,
H3BPZ0,50.68000000000001,Homo sapiens,3,1.7155465601376136
H3BPZ1,51.71666666666667,Homo sapiens,3,3.701477182603364
H3BPZ6,53.0075,Homo sapiens,4,1.7462793781828438
H3BQ06,49.364999999999995,Homo sapiens,2,4.490128060534575
H3BQ37,57.760000000000005,Homo sapiens,2,12.841059146347709
H3BQ52,58.65,Homo sapiens,2,2.729432175380073
H3BQ58,66.33500000000001,Homo sapiens,2,3.882016228714137
H3BQA0,59.07666666666666,Homo sapiens,3,5.700678322211607
H3BQA7,59.32,Homo sapiens,1,
H3BQD2,43.93,Homo sapiens,1,
H3BQF6,49.3575,Homo sapiens,4,1.5327399214043647
H3BQF7,50.27,Homo sapiens,1,
H3BQH3,55.45,Homo sapiens,2,3.3658282784479674
H3BQK0,49.45,Homo sapiens,1,
H3BQK4,47.98,Homo sapiens,1,
H3BQL3,48.48,Homo sapiens,1,
H3BQM0,46.34,Homo sapiens,2,2.969848480983499
H3BQP5,56.54,Homo sapiens,1,
H3BQQ2,58.25,Homo sapiens,1,
H3BQQ9,51.29,Homo sapiens,2,0.15556349186103965
H3BQT3,49.32,Homo sapiens,1,
H3BQT8,57.41,Homo sapiens,2,1.4283556979968306
H3BQV3,48.98583333333334,Homo sapiens,12,3.0731844849907533
H3BQZ7,52.39666666666667,Homo sapiens,15,3.799950500930747
H3BR01,54.57,Homo sapiens,2,0.9758073580374323
H3BR06,50.739999999999995,Homo sapiens,2,0.08485281374238138
H3BR29,50.423333333333325,Homo sapiens,3,2.0235200353179925
H3BR82,58.205,Homo sapiens,2,7.615540033379117
H3BR94,58.78999999999999,Homo sapiens,11,5.151727865483578
H3BR95,51.7,Homo sapiens,1,
H3BRA4,42.85,Homo sapiens,1,
H3BRB3,50.870000000000005,Homo sapiens,3,5.116160669877367
H3BRB6,54.43,Homo sapiens,8,5.49812175721335
H3BRD0,46.53,Homo sapiens,1,
H3BRD1,52.9225,Homo sapiens,4,1.6424042336363696
H3BRD2,53.9275,Homo sapiens,4,2.769204157635669
H3BRE8,64.6,Homo sapiens,1,
H3BRF9,56.92125,Homo sapiens,8,3.045368556161495
H3BRG4,54.632000000000005,Homo sapiens,5,7.900577194104235
H3BRH4,44.66,Homo sapiens,1,
H3BRJ5,51.02,Homo sapiens,1,
H3BRL3,54.028636363636366,Homo sapiens,22,2.905283029331133
H3BRN4,59.87428571428571,Homo sapiens,7,2.644345269582228
H3BRN7,52.015,Homo sapiens,2,2.0293964620053946
H3BRQ0,60.045,Homo sapiens,2,2.354665581351202
H3BRQ8,57.29714285714285,Homo sapiens,7,2.8017120616134847
H3BRR0,47.83,Homo sapiens,1,
H3BRS1,49.322,Homo sapiens,10,5.723863885329365
H3BRS3,50.13,Homo sapiens,1,
H3BRT1,57.39333333333334,Homo sapiens,3,4.136923172278323
H3BRU1,63.14,Homo sapiens,1,
H3BRU4,50.58,Homo sapiens,1,
H3BRV0,51.64090909090908,Homo sapiens,22,5.511853814056796
H3BRV8,48.69,Homo sapiens,1,
H3BRY6,53.0875,Homo sapiens,8,2.5086293924315384
H3BS01,49.501999999999995,Homo sapiens,5,2.518048847818487
H3BS06,51.42,Homo sapiens,1,
H3BS09,48.06,Homo sapiens,1,
H3BS10,54.055,Homo sapiens,2,0.21920310216783134
H3BS42,58.435,Homo sapiens,2,3.655742058734452
H3BS64,53.56,Homo sapiens,1,
H3BS66,53.59,Homo sapiens,2,0.31112698372208686
H3BS89,52.6,Homo sapiens,1,
H3BS99,44.83,Homo sapiens,1,
H3BSB3,52.24,Homo sapiens,1,
H3BSB6,55.31,Homo sapiens,2,5.868986283848345
H3BSC1,56.945,Homo sapiens,4,1.4920790863757858
H3BSH5,51.42,Homo sapiens,1,
H3BSH7,54.55666666666667,Homo sapiens,6,5.99939885877466
H3BSJ5,52.11,Homo sapiens,1,
H3BSJ9,49.85,Homo sapiens,1,
H3BSL4,54.47,Homo sapiens,2,3.507249634685274
H3BSM5,56.53,Homo sapiens,4,6.489247516725906
H3BSM7,54.475,Homo sapiens,8,2.358952552057193
H3BSP8,47.16,Homo sapiens,1,
H3BSR5,45.05,Homo sapiens,1,
H3BSS5,66.445,Homo sapiens,2,3.1466251762801436
H3BST1,57.94833333333333,Homo sapiens,6,1.7353318606729606
H3BSW0,54.64,Homo sapiens,4,0.636657940603378
H3BSW6,53.25642857142857,Homo sapiens,14,3.5524219412045723
H3BSX9,47.88,Homo sapiens,1,
H3BSZ3,49.95,Homo sapiens,1,
H3BSZ4,48.195,Homo sapiens,4,2.2558738144379165
H3BT12,54.4025,Homo sapiens,4,3.649615276528014
H3BT22,46.57,Homo sapiens,3,2.3993957572688998
H3BT44,44.08,Homo sapiens,1,
H3BT91,49.705,Homo sapiens,2,1.6334166645409265
H3BTA2,58.76333333333333,Homo sapiens,3,1.1983878059014683
H3BTB7,48.309999999999995,Homo sapiens,11,1.5914458834657261
H3BTF5,53.795,Homo sapiens,2,4.263853890554882
H3BTH4,58.735,Homo sapiens,2,0.5303300858899106
H3BTK5,50.57,Homo sapiens,1,
H3BTL1,54.202777777777776,Homo sapiens,18,2.8178439934179873
H3BTL2,51.82,Homo sapiens,4,1.332841575982183
H3BTN5,59.46727272727273,Homo sapiens,11,3.9476298988357317
H3BTP7,51.415000000000006,Homo sapiens,2,0.40305086527633477
H3BTQ3,65.27,Homo sapiens,1,
H3BTQ7,44.725,Homo sapiens,2,0.47376154339498805
H3BTR4,51.730000000000004,Homo sapiens,2,0.3818376618407376
H3BTX0,59.903333333333336,Homo sapiens,3,10.862947727635133
H3BTX7,53.564,Homo sapiens,5,3.255761047742906
H3BTZ5,49.87,Homo sapiens,1,
H3BU09,61.66,Homo sapiens,1,
H3BU13,61.74,Homo sapiens,1,
H3BU23,47.492000000000004,Homo sapiens,5,3.324848868745766
H3BU49,52.99090909090909,Homo sapiens,22,4.702321522995605
H3BU51,54.015,Homo sapiens,2,1.2940054095713807
H3BU63,57.72,Homo sapiens,2,1.046518036156093
H3BU68,50.6,Homo sapiens,1,
H3BU82,46.73,Homo sapiens,1,
H3BUF6,53.674,Homo sapiens,5,1.8583406576836246
H3BUJ1,52.6425,Homo sapiens,4,3.6059614991473947
H3BUJ7,52.9925,Homo sapiens,4,4.773666480459927
H3BUK6,51.36,Homo sapiens,1,
H3BUL2,51.29,Homo sapiens,2,0.7212489168102756
H3BUN0,51.07,Homo sapiens,1,
H3BUQ2,51.71928571428571,Homo sapiens,14,2.1241195978414384
H3BUR4,53.86,Homo sapiens,2,5.911412690719537
H3BUW8,50.82,Homo sapiens,1,
H3BUY0,49.32,Homo sapiens,1,
H3BUY6,62.66499999999999,Homo sapiens,2,3.0900566337852085
H3BV05,51.34,Homo sapiens,1,
H3BV16,51.53,Homo sapiens,3,1.6613548687742752
H3BV23,54.07,Homo sapiens,2,2.3758787847867993
H3BV41,51.1,Homo sapiens,1,
H3BV68,48.19,Homo sapiens,1,
H3BV80,52.86714285714286,Homo sapiens,7,3.4953050142808886
H3BVB1,48.485,Homo sapiens,2,0.13435028842544242
H3BVC8,57.15,Homo sapiens,1,
H3BVD9,55.17,Homo sapiens,2,0.7495331880577419
H3BVF7,64.07,Homo sapiens,1,
H3BVG0,45.5,Homo sapiens,1,
H3BVG2,53.64,Homo sapiens,1,
H3F3A,48.8328125,Homo sapiens,32,2.9588993533178023
H6PD,49.63103448275862,Homo sapiens,29,1.0923805747984783
H6UMI1,52.508,Homo sapiens,10,3.609400688941772
H7BWY4,51.08,Mus musculus,2,1.2020815280171329
